タイトル,順位,得意先コード,得意先名称,得意先名称２,ランク,重点,業態,担当者,カテゴリー名,地区名称,電話番号,住所１,住所２,住所３,売上金額,粗利金額,前年対比率,前年売上,前年粗利,前々年売上,前々年粗利
"	【売上金額／ベスト順】    25/02/01～26/01/31",1713,"	0076331","	（有）ヤマヒコ　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0297450911","	茨城県　守谷市立沢２１０６－１","	","	",46500,18240,146.23,31800,11248,21000,10200
"	【売上金額／ベスト順】    25/02/01～26/01/31",1714,"	0078806","	宮崎　米店　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア千葉","	千葉","	0473271084","	千葉県　市川市原木","	　　　　１－１８－１８","	",46500,18065,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1715,"	0083168","	（株）成文社　　　　　　　ＣＬ","	　代表取締役　小栗　卓","	","	","	その他","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0288210461","	栃木県　日光市森友９２８－１１","	","	",46400,16100,130.34,35600,11033,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1716,"	0095122","	田岡　清　　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア高知","	高知","	0887763539","	高知県　長岡郡本山町吉延５９６","	","	",46400,8240,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1717,"	0077687","	（有）中野商店　　　　　　ＣＬ","	","	C","	","	小売店","	菅原","	菅原　東北Ａ","	福島","	0241230497","	福島県　喜多方市字清水台","	　　　　２－９２","	",46200,9682,.00,0,0,59200,12604
"	【売上金額／ベスト順】    25/02/01～26/01/31",1718,"	0079149","	（有）末木米穀店　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア山梨","	山梨","	0552372971","	山梨県　甲府市中央","	　　　　３－１１－３１","	",46150,18947,21.66,213100,51883,143300,27886
"	【売上金額／ベスト順】    25/02/01～26/01/31",1719,"	0080434","	（有）たじま　　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア群馬","	群馬","	0270740057","	群馬県　伊勢崎市境４６８","	","	",46100,18980,92.66,49750,18462,27250,7517
"	【売上金額／ベスト順】    25/02/01～26/01/31",1720,"	0098444","	（株）田舎塾　中山義隆　　ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0165242830","	北海道　士別市上士別町","	　　　　１２線西７","	",46000,15240,28.60,160815,47493,118125,28727
"	【売上金額／ベスト順】    25/02/01～26/01/31",1721,"	0070411","	梶米穀店","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0789040375","	兵庫県　西宮市山口町上山口","	　　　　１－１８－１９","	",46000,21255,28.93,159000,55755,69000,29810
"	【売上金額／ベスト順】    25/02/01～26/01/31",1722,"	0026022","	種村米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0667910760","	大阪府　大阪市平野区平野上町","	　　　　１－１６－１３","	",46000,13435,52.57,87500,20100,99500,16720
"	【売上金額／ベスト順】    25/02/01～26/01/31",1723,"	0077819","	島田　利明　　　　　　　　ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0145652635","	北海道　沙流郡日高町豊田３６","	","	",46000,10864,72.33,63600,12056,40550,9074
"	【売上金額／ベスト順】    25/02/01～26/01/31",1724,"	0070563","	（有）つくしや　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0785812948","	兵庫県　神戸市北区筑紫ケ丘","	　　　　１－１０－１５","	",46000,21520,109.52,42000,17520,12600,5256
"	【売上金額／ベスト順】    25/02/01～26/01/31",1725,"	0075750","	新川　茶屋　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	0479448881","	茨城県　神栖市波崎７３８４－１","	","	",46000,21865,202.20,22750,6100,28250,4505
"	【売上金額／ベスト順】    25/02/01～26/01/31",1726,"	0075615","	（有）山中商店　　　　　　ＣＬ","	※廃業2511015※","	E","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0285280016","	栃木県　小山市塚崎５６８－１","	","	",46000,20335,.00,0,0,48000,7170
"	【売上金額／ベスト順】    25/02/01～26/01/31",1727,"	0077898","	（有）伊藤商事　　　　　　ＣＬ","	","	","	","	小売店","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0117635800","	北海道　小樽市銭函３丁目","	５２１－２４","	",46000,15240,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1728,"	0082409","	小椋　豊　　　　　　　　　ＣＬ","	","	","	","	","	田邉ﾒﾃﾞｨｱ","	メディア愛媛","	愛媛","	09062831746","	愛媛県　上浮穴郡久万高原町東川","	　　　　８３番地","	",45950,14551,72.80,63120,18123,42600,9998
"	【売上金額／ベスト順】    25/02/01～26/01/31",1729,"	0070567","	米蔵なごみ本舗　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア京都","	京都","	0773653808","	京都府　舞鶴市浜１５４６－８","	　　　　ワークショップＢＯＮＯ","	",45900,13260,75.00,61200,19450,31300,11733
"	【売上金額／ベスト順】    25/02/01～26/01/31",1730,"	0083290","	（株）カキモト　　　　　　ＣＬ","	","	","	","	小売店","	見上","	見上　奈良","	奈良","	0745722240","	奈良県　生駒郡三郷町立野北","	　　　　２－１９－８","	",45800,6224,110.10,41600,2312,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1731,"	0078130","	マルサン萩間茶（株）　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0548541177","	静岡県　牧之原市大寄","	　　　　５４２－４","	",45800,12446,375.41,12200,3224,21400,4264
"	【売上金額／ベスト順】    25/02/01～26/01/31",1732,"	0070264","	岡沢米穀店　　　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア奈良","	奈良","	0745322078","	奈良県　生駒郡三郷町勢野東","	　　　　１－７－３３","	",45600,10176,48.31,94400,20010,73600,18322
"	【売上金額／ベスト順】    25/02/01～26/01/31",1733,"	0079879","	佐藤　明　　　　　　　　　ＣＬ","	","	","	","	生産者","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0287438904","	栃木県　矢板市木幡８７８－１","	","	",45600,13680,78.08,58400,13424,42200,9632
"	【売上金額／ベスト順】    25/02/01～26/01/31",1734,"	0096779","	佐藤　昭仁              ＣＬ","	","	","	","	","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0255932746","	新潟県　上越市安塚区","	　　　　須川６５０６","	",45600,17778,166.12,27450,10599,4700,1815
"	【売上金額／ベスト順】    25/02/01～26/01/31",1735,"	0088011","	有動　憲一　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0968862690","	熊本県　玉名郡和水町焼米","	　　　　８８０－１","	",45600,12840,288.61,15800,4520,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1736,"	0084484","	ＨＩＲＡＮＯ　ＦＡＲＭ　　ＣＬ","	","	","	","	","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	08020827000","	大阪府　枚方市大垣内町","	　　　２－７－１６小北ビル１階","	",45600,2176,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1737,"	0078908","	渡部　鶴雄　　　　　　　　ＣＬ","	","	","	","	生産者","	津田ﾒﾃﾞｨｱ","	メディア福島","	福島","	09055911845","	福島県　耶麻郡猪苗代町大字磐里","	　　　　字島田１９５４","	",45500,13480,71.39,63730,18130,147200,32150
"	【売上金額／ベスト順】    25/02/01～26/01/31",1738,"	0076164","	曽波乃神屋米穀店","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア宮城","	宮城","	0225223975","	宮城県　石巻市立町２－３－２８","	","	",45500,13480,110.98,41000,11350,41000,11350
"	【売上金額／ベスト順】    25/02/01～26/01/31",1739,"	0076353","	（有）うめもと","	","	C","	","	小売店","	山下和","	山下和　卸・他","	福島","	0249226291","	福島県　郡山市富久山町八山田","	　　　　字勝木沢５８－１","	",45500,20352,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1740,"	0078494","	（有）沢井商店　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア神奈川","	神奈川","	0457312845","	神奈川県　横浜市南区堀ノ内","	　　　　　２－１４０－１","	",45440,14521,90.70,50099,17482,170530,43956
"	【売上金額／ベスト順】    25/02/01～26/01/31",1741,"	0073251","	（有）マリンパル壱岐　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア長崎","	長崎","	0920485800","	長崎県　壱岐市石田町印通寺浦","	　　　　４７１－２","	",45400,13432,71.38,63600,8644,61200,9312
"	【売上金額／ベスト順】    25/02/01～26/01/31",1742,"	0076539","	（有）丸井精米工場","	","	","	","	取扱店","	小河東ﾒﾃﾞｨ","	メディア青森","	青森","	0176232514","	青森県　十和田市大字相坂","	　　　　字長漕２２","	",45300,14598,19.03,238060,71208,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1743,"	0096898","	清水商店　　　　　　　　　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0785110100","	兵庫県　神戸市兵庫区湊川町","	　　　　９－２１－１９","	",45300,15786,50.42,89850,34066,62280,26805
"	【売上金額／ベスト順】    25/02/01～26/01/31",1744,"	0084509","	ＴＳ創造　宿野富義    　ＣＬ","	","	","	","	生産者","	田邉ﾒﾃﾞｨｱ","	メディア岡山","	岡山","	09080621082","	岡山県　美作市川北１２２２－１","	","	",45100,16665,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1745,"	0079040","	峰畑　忠郎　　　　　　　　ＣＬ","	","	","	","	生産者","	田中ﾒﾃﾞｨｱ","	メディア奈良","	奈良","	0745842172","	奈良県　宇陀市菟田野見田","	　　　　４０７－１","	",45050,12656,100.00,45050,11856,112250,29168
"	【売上金額／ベスト順】    25/02/01～26/01/31",1746,"	0080630","	東北浅野防災設備（株）　　ＣＬ","	                    宮原晋作","	","	","	その他","	津田ﾒﾃﾞｨｱ","	メディア宮城","	宮城","	0223523799","	宮城県　仙台市若林区","	        六丁の目南町１－１０","	",45000,5168,94.54,47600,3632,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1747,"	0088304","	小園　敏則　　　　　　　　ＣＬ","	","	","	","	生産者","	小西ﾒﾃﾞｨｱ","	メディア佐賀","	佐賀","	09025132076","	佐賀県　多久市北多久町大字小侍","	　　　　２－３５","	",44910,15066,114.19,39330,14620,16000,2754
"	【売上金額／ベスト順】    25/02/01～26/01/31",1748,"	0081434","	（株）伊藤鎌次商店　　　　ＣＬ","	","	","	","	","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0546282611","	静岡県　焼津市小川新町","	　　　　３－５－１９","	",44900,12980,62.53,71800,21217,56600,17842
"	【売上金額／ベスト順】    25/02/01～26/01/31",1749,"	0035002","	第２　池嶋米穀","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0669015980","	大阪府　守口市金田町","	　　　　５－４－３６","	",44900,15355,109.78,40900,14555,44800,18778
"	【売上金額／ベスト順】    25/02/01～26/01/31",1750,"	0080432","	池田　米店　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア静岡","	静岡","	0543663208","	静岡県　静岡市清水区入江南町","	　　　　１－２１","	",44900,19670,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1751,"	0074270","	河和米穀販売所　　　　　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア愛知","	愛知","	0569820103","	愛知県　知多郡美浜町河和北屋敷","	　　　　６１－３","	",44850,17792,73.16,61300,16149,87000,24844
"	【売上金額／ベスト順】    25/02/01～26/01/31",1752,"	0020515","	井本酒店・","	","	","	","	小売店","	見上","	見上　一般","	大阪","	0666913367","	大阪府　大阪市住吉区大領","	　　　　５－７－２４","	",44800,9472,103.70,43200,9024,44200,9316
"	【売上金額／ベスト順】    25/02/01～26/01/31",1753,"	0071845","	みらい２１グループ農園（同）","	","	","	","	小売店","	沖本","	沖本　中国","	広島","	0826455221","	広島県　安芸高田市甲田町高田原","	　　　　３３５","	",44688,8283,110.61,40400,9040,68184,11402
"	【売上金額／ベスト順】    25/02/01～26/01/31",1754,"	0083448","	（有）平山商店　平山浩一郎ＣＬ","	","	","	","	生産者","	斎藤ﾒﾃﾞｨｱ","	メディア栃木","	栃木","	0287630306","	栃木県　那須塩原市寺子３７６","	","	",44600,4616,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1755,"	0073313","	木室　徳好　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア佐賀","	佐賀","	0952843974","	佐賀県　杵島郡白石町大字東郷","	　　　　８８２","	",44550,10000,165.00,27000,12510,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1756,"	0081510","	（株）シンギ　福岡営業所","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア広島","	福岡","	0925511566","	福岡県　福岡市南区清水","	　　　　１－１４－１","	",44400,4656,40.00,111000,11640,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1757,"	0079488","	はやぶさ農産　佐藤準也　　ＣＬ","	","	","	","	生産者","	斎藤ﾒﾃﾞｨｱ","	メディア秋田","	秋田","	0183624494","	秋田県　雄勝郡羽後町貝沢","	　　　　字貝沢９０","	",44300,11352,.00,0,0,13000,2992
"	【売上金額／ベスト順】    25/02/01～26/01/31",1758,"	0079871","	（株）ＫＯＭＥＪＡＰＡＮ　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	0939417340","	福岡県　北九州市小倉南区若園","	　　　　２―１４―１６","	",44150,17545,24.27,181900,69974,105100,41160
"	【売上金額／ベスト順】    25/02/01～26/01/31",1759,"	0029025","	楠木米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0668520558","	大阪府　豊中市春日町","	　　　　３－１－５３","	",44000,19330,75.47,58300,24960,40750,2876
"	【売上金額／ベスト順】    25/02/01～26/01/31",1760,"	0073120","	相良農園　　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア福岡","	福岡","	09084029389","	福岡県　田川郡川崎町田原","	　　　　１８５０","	",44000,11672,301.37,14600,3776,92400,24168
"	【売上金額／ベスト順】    25/02/01～26/01/31",1761,"	0073968","	藤永　英治　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア長崎","	長崎","	09013436205","	長崎県　北松浦郡佐々町木場免","	　　　　１１４","	",44000,17568,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1762,"	0098697","	（有）高橋商店","	","	","	","	小売店","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0152542048","	北海道　北見市常呂町","	　　　　字常呂本通３０１","	",43815,15759,81.21,53950,28620,42700,14238
"	【売上金額／ベスト順】    25/02/01～26/01/31",1763,"	0088285","	（有）蓮池運送　　　　　　ＣＬ","	","	","	","	その他","	小西ﾒﾃﾞｨｱ","	メディア熊本","	熊本","	0969222690","	熊本県　天草市楠浦町８０－１４","	","	",43800,13596,.00,0,0,25600,7000
"	【売上金額／ベスト順】    25/02/01～26/01/31",1764,"	0075895","	（株）トミヤ　豊岡店　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア神奈川","	神奈川","	0455817118","	神奈川県　横浜市鶴見区","	　　　　　豊岡町３５－２５","	",43750,13682,86.98,50300,15722,37300,10290
"	【売上金額／ベスト順】    25/02/01～26/01/31",1765,"	0002009","	高島米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0669212561","	大阪府　大阪市都島区都島北通","	　　　　２－２１－２３","	",43710,15567,92.04,47490,14259,39100,12214
"	【売上金額／ベスト順】    25/02/01～26/01/31",1766,"	0070621","	ケンプリア（株）","	","	","	","	その他","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0727737583","	兵庫県　伊丹市北伊丹７－９８","	","	",43500,8042,84.63,51400,7119,79200,33823
"	【売上金額／ベスト順】    25/02/01～26/01/31",1767,"	0076853","	（株）暮坪農場","	","	","	","	農業法人","	津田ﾒﾃﾞｨｱ","	メディア岩手","	岩手","	0196722614","	岩手県　紫波郡紫波町彦部","	　　　　字定内２６９－１","	",43500,11460,143.56,30300,12120,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1768,"	0027115","	末広食糧","	【店頭コード：90000-0178】","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0722771188","	大阪府　堺市中区深井北町","	　　　　３１０４","	",43431,7168,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1769,"	0077494","	浅野　正行              ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0136575310","	北海道　磯谷郡蘭越町蘭越町","	　　　　６７４－５","	",43400,23523,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1770,"	0074333","	秋山　商店　　　　　　　　ＣＬ","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0255235334","	新潟県　上越市大町５－１－１９","	","	",43350,11583,85.00,51000,17200,36500,10205
"	【売上金額／ベスト順】    25/02/01～26/01/31",1771,"	0079003","	田中農園（株）　　　　　　ＣＬ","	","	","	","	生産者","	森田","	森田　北陸","	福井","	0776654847","	福井県　坂井市坂井町福島","	　　　　４２－６５－１","	",43300,5580,34.37,126000,19184,143500,18668
"	【売上金額／ベスト順】    25/02/01～26/01/31",1772,"	0084520","	（株）ゼンテイ　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0667585697","	大阪府　大阪市生野区田島","	　　　　１－１３－７","	",43200,3456,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1773,"	0070458","	谷口米店　　　　　　　　　ＣＬ","	","	","	","	小売店","	米原ﾒﾃﾞｨｱ","	メディア滋賀","	滋賀","	0748332565","	滋賀県　近江八幡市西元町６６","	","	",43100,16140,68.25,63150,24395,55600,19810
"	【売上金額／ベスト順】    25/02/01～26/01/31",1774,"	0076900","	酒井　市松　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0236864930","	山形県　山形市上東山５３２","	","	",43000,14030,83.98,51200,16518,34000,10682
"	【売上金額／ベスト順】    25/02/01～26/01/31",1775,"	0074379","	一丸米穀（株）　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア長野","	長野","	0263322140","	長野県　松本市里山辺","	　　　　２９４８","	",42545,9279,107.30,39650,12187,7500,2240
"	【売上金額／ベスト順】    25/02/01～26/01/31",1776,"	0082414","	西淡まちつくり（株）　　　ＣＬ","	とれたてわーるど","	","	","	その他","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0799360150","	兵庫県　南あわじ市湊１１０","	","	",42400,6736,72.35,58600,7872,129300,19176
"	【売上金額／ベスト順】    25/02/01～26/01/31",1777,"	0073016","	村上ライスセンター","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア宮崎","	宮崎","	0983322071","	宮崎県　児湯郡木城町大字椎木","	　　　　３８６３－１","	",42400,12950,136.77,31000,8450,31000,8450
"	【売上金額／ベスト順】    25/02/01～26/01/31",1778,"	0078802","	磯貝農場                ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0255554063","	新潟県　糸魚川市東川原９１－２","	","	",42250,3635,26.16,161500,39135,200750,44870
"	【売上金額／ベスト順】    25/02/01～26/01/31",1779,"	0031027","	藤白台米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0668723405","	大阪府　吹田市藤白台","	　　　　２－９－１－Ｂ１０３","	",42000,11195,22.53,186400,67388,57500,22085
"	【売上金額／ベスト順】    25/02/01～26/01/31",1780,"	0076823","	船橋　商店　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0237672246","	山形県　西村山郡朝日町宮宿","	　　　　１０２６－４０","	",42000,13869,48.72,86200,24375,23400,5900
"	【売上金額／ベスト順】    25/02/01～26/01/31",1781,"	0082188","	松本農園　松本文男      ＣＬ","	","	","	","	生産者","	小河東ﾒﾃﾞｨ","	メディア茨城","	茨城","	09076301619","	茨城県　猿島郡五霞町小手指","	　　　　１２２５－１","	",42000,7224,106.33,39500,8960,11400,1550
"	【売上金額／ベスト順】    25/02/01～26/01/31",1782,"	0091379","	農業生産法人","	（株）アグリサポート美馬","	","	","	農業法人","	木村寿","	木村寿　四国","	徳島","	0883532515","	徳島県　美馬市穴吹町三島","	　　　　字三谷２６８","	",41900,9332,102.95,40700,7032,51300,7548
"	【売上金額／ベスト順】    25/02/01～26/01/31",1783,"	0076587","	伊藤　商店　　　　　　　　ＣＬ","	","	","	","	小売店","	津田ﾒﾃﾞｨｱ","	メディア山形","	山形","	0237434866","	山形県　東根市白水１丁目","	　　　　４－２２","	",41900,13745,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1784,"	0078154","	（有）千明千三郎商店　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア群馬","	群馬","	0278583011","	群馬県　利根郡片品村","	　　　　大字須賀川２４３","	",41750,11051,63.99,65240,16512,43150,10236
"	【売上金額／ベスト順】    25/02/01～26/01/31",1785,"	0077910","	（株）かね又村山商店","	","	","	","	小売店","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0112210530","	北海道　札幌市中央区北２条東","	　　　　２－１","	",41500,19250,50.41,82320,32888,189020,66388
"	【売上金額／ベスト順】    25/02/01～26/01/31",1786,"	0070257","	福井　邦夫　　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア兵庫","	兵庫","	0796232506","	兵庫県　豊岡市福田１２０１","	","	",41500,14250,59.54,69700,15044,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1787,"	0077554","	合同会社　四季農場","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	09013858096","	北海道　石狩郡当別町中小屋","	　　　　２０３９－３","	",41500,4540,61.57,67400,16272,144000,17760
"	【売上金額／ベスト順】    25/02/01～26/01/31",1788,"	0074325","	（株）長岡米専","	","	","	","	小売店","	小河東ﾒﾃﾞｨ","	メディア新潟","	新潟","	0258322249","	新潟県　長岡市中島７丁目５－６","	","	",41400,19368,328.57,12600,5256,37800,15768
"	【売上金額／ベスト順】    25/02/01～26/01/31",1789,"	0091687","	湯本　米店　　　　　　　　ＣＬ","	","	","	","	","	斎藤ﾒﾃﾞｨｱ","	メディア２３区","	東京","	0338012747","	東京都　荒川区東日暮里","	　　　　１－１３－１０","	",41300,13550,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1790,"	0010009","	紀伊産業（株）","	","	","	","	取扱店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0662715861","	大阪府　大阪市中央区本町","	　　　　１－３－２０","	",41250,17115,95.93,43000,20445,73000,25510
"	【売上金額／ベスト順】    25/02/01～26/01/31",1791,"	0080018","	米祈米店　　　　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア和歌山","	和歌山","	0739480150","	和歌山県　西牟婁郡上富田町","	　　　　　市ノ瀬１８８８","	",41200,14036,29.18,141200,34900,157200,43286
"	【売上金額／ベスト順】    25/02/01～26/01/31",1792,"	0081999","	JA丹波ささやま　特産館ささやま","	","	","	","	","	木村寿","	木村寿　兵庫Ａ","	兵庫","	0795523386","	兵庫県　丹波篠山市黒岡７０－１","	","	",41200,13192,70.19,58700,13844,187400,48352
"	【売上金額／ベスト順】    25/02/01～26/01/31",1793,"	0082421","	（株）田中ファーミング　　ＣＬ","	","	","	","	生産者","	米原ﾒﾃﾞｨｱ","	メディア三重","	三重","	0592933599","	三重県　津市一志町小山９１７","	","	",41200,10948,248.19,16600,3064,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1794,"	0080419","	高昇　米店　　　　　　　　ＣＬ","	","	","	","	小売店","	斎藤ﾒﾃﾞｨｱ","	メディア２３区","	東京","	0339661310","	東京都　板橋区坂下１－３８－２","	","	",41080,14743,108.36,37910,14169,42700,15174
"	【売上金額／ベスト順】    25/02/01～26/01/31",1795,"	0083287","	ひかり米穀　　　　　　　　ＣＬ","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア奈良","	奈良","	09088820533","	奈良県　天理市長柄町６３８－２","	","	",41050,16635,1001.22,4100,1600,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1796,"	0099456","	平井　清次　　　　　　　　ＣＬ","	","	","	","	","	米原ﾒﾃﾞｨｱ","	メディア滋賀","	滋賀","	09077680445","	滋賀県　高島市安曇川町上古賀","	　　　　７８８ー２","	",41000,6180,27.33,150000,19972,114500,15468
"	【売上金額／ベスト順】    25/02/01～26/01/31",1797,"	0079877","	（株）Ｂｅ・まる","	","	","	","	取扱店","	森田","	森田　岐阜","	岐阜","	0577366300","	岐阜県　高山市中山町２８番地","	","	",41000,16400,35.65,115000,46660,92500,35550
"	【売上金額／ベスト順】    25/02/01～26/01/31",1798,"	0077897","	北岡　琴枝              ＣＬ","	","	","	","	生産者","	小河西ﾒﾃﾞｨ","	メディア北海道","	北海道","	0165242339","	北海道　士別市上士別町","	　　　　１７線南３３番地","	",41000,12390,52.56,78000,22750,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1799,"	0073208","	小野　徹雄　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア宮崎","	宮崎","	09067795600","	宮崎県　東臼杵郡門川町門川尾末","	　　　　５６００","	",41000,7952,56.01,73200,12792,26000,7856
"	【売上金額／ベスト順】    25/02/01～26/01/31",1800,"	0049008","	生田米穀店","	","	","	","	小売店","	田中ﾒﾃﾞｨｱ","	メディア大阪","	大阪","	0669090658","	大阪府　門真市栄町１２－１３","	","	",41000,17080,66.29,61850,26530,110520,45545
"	【売上金額／ベスト順】    25/02/01～26/01/31",1801,"	0071884","	竹中　城太郎　　　　　　　ＣＬ","	","	","	","	小売店","	田邉ﾒﾃﾞｨｱ","	メディア島根","	島根","	0851420507","	島根県　隠岐郡海土町海土","	　　　　２５９５","	",41000,8996,.00,0,0,0,0
"	【売上金額／ベスト順】    25/02/01～26/01/31",1802,"	0073168","	荒金　見治　　　　　　　　ＣＬ","	","	","	","	小売店","	小西ﾒﾃﾞｨｱ","	メディア大分","	大分","	0978482117","	大分県　宇佐市安心院町尾立","	　　　　７４１","	",40950,10186,114.07,35900,8344,46350,13542
